ID,x1,y1,x2,y2,c
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
0low-8.jpeg,4,298,300,3,1
10mid-1.jpeg,39,273,270,34,1
