ID,x1,y1,x2,y2,c
-10full-1seq0.jpeg,95.0,90.0,206.0,220.0,1.0
-10full-1seq1.jpeg,98.9915,86.0,227.77657,197.0,1.0
-10full-1seq2.jpeg,87.90823,96.0,216.46222,207.0,1.0
-10full-1seq3.jpeg,109.69748,96.0,221.31947,226.0,1.0
-10full-1seq4.jpeg,85.23523,71.0,196.92278,201.0,1.0
-10full-1seq5.jpeg,96.66887,78.0,226.2251,189.0,1.0
-10full-2seq0.jpeg,96.0,89.0,216.0,220.0,1.0
-10full-2seq1.jpeg,107.64297,64.0,238.98714,184.0,1.0
-10full-2seq2.jpeg,57.181675,117.0,187.22386,237.0,1.0
-10full-2seq3.jpeg,115.68886,105.0,236.8867,236.0,1.0
-10full-2seq4.jpeg,77.84162,75.0,199.23747,206.0,1.0
-10full-2seq5.jpeg,101.70013,63.0,232.32414,183.0,1.0
-10full-3seq0.jpeg,92.0,87.0,210.0,224.0,1.0
-10full-3seq1.jpeg,77.910995,102.0,213.78018,220.0,1.0
-10full-3seq2.jpeg,117.19929,60.0,253.45538,178.0,1.0
-10full-3seq3.jpeg,107.26573,94.0,225.35645,231.0,1.0
-10full-3seq4.jpeg,120.48679,108.0,240.03958,245.0,1.0
-10full-3seq5.jpeg,84.4871,81.0,220.81856,199.0,1.0
-10full-4seq0.jpeg,91.0,81.0,203.0,221.0,1.0
-10full-4seq1.jpeg,83.302055,95.0,221.81595,207.0,1.0
-10full-4seq2.jpeg,68.8922,111.0,207.62032,223.0,1.0
-10full-4seq3.jpeg,95.76713,84.0,207.3309,224.0,1.0
-10full-4seq4.jpeg,116.61421,101.0,231.39197,241.0,1.0
-10full-4seq5.jpeg,72.8167,99.0,210.15454,211.0,1.0
-10full-5seq0.jpeg,94.0,83.0,203.0,218.0,1.0
-10full-5seq1.jpeg,53.68714,125.0,186.05371,234.0,1.0
-10full-5seq2.jpeg,88.65076,91.0,223.12102,200.0,1.0
-10full-5seq3.jpeg,78.398506,62.0,188.91206,197.0,1.0
-10full-5seq4.jpeg,100.00854,88.0,211.9447,223.0,1.0
-10full-5seq5.jpeg,69.05582,108.0,202.50153,217.0,1.0
-10full-6seq0.jpeg,99.0,100.0,228.0,226.0,1.0
-10full-6seq1.jpeg,130.72668,68.0,256.64725,197.0,1.0
-10full-6seq2.jpeg,125.5251,39.0,251.98003,168.0,1.0
-10full-6seq3.jpeg,66.04351,66.0,195.30011,192.0,1.0
-10full-6seq4.jpeg,96.7205,99.0,225.34879,225.0,1.0
-10full-6seq5.jpeg,73.14356,72.0,199.73819,201.0,1.0
-10low-1seq0.jpeg,87.0,113.0,231.0,214.0,1.0
-10low-1seq1.jpeg,84.96985,97.0,188.82188,241.0,1.0
-10low-1seq2.jpeg,99.97872,81.0,202.84145,225.0,1.0
-10low-1seq3.jpeg,92.930336,92.0,236.82246,193.0,1.0
-10low-1seq4.jpeg,103.84861,120.0,245.12015,221.0,1.0
-10low-1seq5.jpeg,54.364685,101.0,155.18646,245.0,1.0
-10low-2seq0.jpeg,94.0,64.0,188.0,227.0,1.0
-10low-2seq1.jpeg,89.508705,87.0,251.61891,181.0,1.0
-10low-2seq2.jpeg,99.00919,78.0,260.1418,172.0,1.0
-10low-2seq3.jpeg,123.47779,86.0,219.73213,249.0,1.0
-10low-2seq4.jpeg,77.23131,36.0,176.5287,199.0,1.0
-10low-2seq5.jpeg,68.39875,99.0,229.62439,193.0,1.0
-10low-3seq0.jpeg,64.0,51.0,174.0,186.0,1.0
-10low-3seq1.jpeg,62.779984,53.0,197.30853,163.0,1.0
-10low-3seq2.jpeg,70.66704,109.0,203.63264,219.0,1.0
-10low-3seq3.jpeg,85.17627,136.0,195.11308,271.0,1.0
-10low-3seq4.jpeg,110.18867,103.0,222.21382,238.0,1.0
-10low-3seq5.jpeg,96.313194,80.0,229.66992,190.0,1.0
-10low-4seq0.jpeg,119.0,101.0,232.0,251.0,1.0
-10low-4seq1.jpeg,93.274994,125.0,241.19595,238.0,1.0
-10low-4seq2.jpeg,119.17518,51.0,267.65573,164.0,1.0
-10low-4seq3.jpeg,115.96578,48.0,231.93156,198.0,1.0
-10low-4seq4.jpeg,37.769386,13.0,152.96602,163.0,1.0
-10low-4seq5.jpeg,35.426456,86.0,182.72592,199.0,1.0
-10low-5seq0.jpeg,117.0,72.0,189.0,238.0,1.0
-10low-5seq1.jpeg,54.316734,132.0,214.45744,204.0,1.0
-10low-5seq2.jpeg,91.35387,93.0,255.39792,165.0,1.0
-10low-5seq3.jpeg,119.47811,65.0,192.92776,231.0,1.0
-10low-5seq4.jpeg,90.32481,45.0,168.54422,211.0,1.0
-10low-5seq5.jpeg,30.937376,142.0,196.60204,214.0,1.0
-10low-6seq0.jpeg,59.0,74.0,196.0,184.0,1.0
-10low-6seq1.jpeg,84.41122,49.0,194.64233,186.0,1.0
-10low-6seq2.jpeg,97.308495,80.0,208.78813,217.0,1.0
-10low-6seq3.jpeg,115.83658,131.0,251.61224,241.0,1.0
-10low-6seq4.jpeg,96.93253,110.0,233.21391,220.0,1.0
-10low-6seq5.jpeg,106.89904,64.0,219.32733,201.0,1.0
-10mid-1seq0.jpeg,97.0,113.0,230.0,223.0,1.0
-10mid-1seq1.jpeg,110.76089,99.0,220.54158,232.0,1.0
-10mid-1seq2.jpeg,102.16517,80.0,213.7033,213.0,1.0
-10mid-1seq3.jpeg,60.707584,68.0,192.89345,178.0,1.0
-10mid-1seq4.jpeg,57.025776,64.0,189.13548,174.0,1.0
-10mid-1seq5.jpeg,77.84761,68.0,189.33307,201.0,1.0
-10mid-2seq0.jpeg,89.0,94.0,220.0,211.0,1.0
-10mid-2seq1.jpeg,120.44824,49.0,238.05124,180.0,1.0
-10mid-2seq2.jpeg,64.15161,112.0,182.07736,243.0,1.0
-10mid-2seq3.jpeg,93.753235,104.0,223.7082,221.0,1.0
-10mid-2seq4.jpeg,61.920048,71.0,192.75113,188.0,1.0
-10mid-2seq5.jpeg,105.63625,63.0,223.75679,194.0,1.0
-10mid-3seq0.jpeg,91.0,109.0,230.0,219.0,1.0
-10mid-3seq1.jpeg,78.38285,121.0,188.69945,260.0,1.0
-10mid-3seq2.jpeg,97.85051,79.0,209.67966,218.0,1.0
-10mid-3seq3.jpeg,68.05463,56.0,206.08092,166.0,1.0
-10mid-3seq4.jpeg,57.11983,68.0,194.76926,178.0,1.0
-10mid-3seq5.jpeg,66.14136,105.0,178.2142,244.0,1.0
-10mid-4seq0.jpeg,71.0,100.0,226.0,200.0,1.0
-10mid-4seq1.jpeg,78.143616,94.0,182.02866,249.0,1.0
-10mid-4seq2.jpeg,91.854515,81.0,194.34482,236.0,1.0
-10mid-4seq3.jpeg,70.22528,96.0,223.35541,196.0,1.0
-10mid-4seq4.jpeg,90.06859,115.0,242.05934,215.0,1.0
-10mid-4seq5.jpeg,131.15836,36.0,233.38472,191.0,1.0
-10mid-5seq0.jpeg,86.0,108.0,232.0,212.0,1.0
-10mid-5seq1.jpeg,133.81407,35.0,240.49103,181.0,1.0
-10mid-5seq2.jpeg,106.046394,67.0,212.09279,213.0,1.0
-10mid-5seq3.jpeg,47.11411,62.0,191.2833,166.0,1.0
-10mid-5seq4.jpeg,54.968002,71.0,199.02208,175.0,1.0
-10mid-5seq5.jpeg,92.7398,61.0,198.86473,207.0,1.0
-10mid-6seq0.jpeg,83.0,92.0,222.0,208.0,1.0
-10mid-6seq1.jpeg,58.23262,112.0,174.69786,251.0,1.0
-10mid-6seq2.jpeg,95.87186,73.0,212.83553,212.0,1.0
-10mid-6seq3.jpeg,94.232025,109.0,232.24863,225.0,1.0
-10mid-6seq4.jpeg,47.871338,58.0,185.74078,174.0,1.0
-10mid-6seq5.jpeg,91.60064,78.0,207.8251,217.0,1.0
0full-15seq0.jpeg,87.0,115.0,225.0,187.0,1.0
0full-15seq1.jpeg,152.28677,37.0,226.50249,175.0,1.0
0full-15seq2.jpeg,128.99806,58.0,203.12381,196.0,1.0
0full-15seq3.jpeg,87.98081,126.0,223.77728,198.0,1.0
0full-15seq4.jpeg,107.38668,146.0,244.32933,218.0,1.0
0full-15seq5.jpeg,106.274284,79.0,182.4532,217.0,1.0
0full-20seq0.jpeg,86.0,104.0,215.0,190.0,1.0
0full-20seq1.jpeg,124.82895,64.0,211.91891,193.0,1.0
0full-20seq2.jpeg,132.78717,55.0,222.23409,184.0,1.0
0full-20seq3.jpeg,73.9139,97.0,200.22246,183.0,1.0
0full-20seq4.jpeg,80.04415,105.0,208.51009,191.0,1.0
0full-20seq5.jpeg,139.94537,47.0,228.91727,176.0,1.0
0full-31seq0.jpeg,82.0,80.0,208.0,215.0,1.0
0full-31seq1.jpeg,86.56739,85.0,221.89113,211.0,1.0
0full-31seq2.jpeg,74.21992,98.0,208.56735,224.0,1.0
0full-31seq3.jpeg,108.032425,102.0,234.5569,237.0,1.0
0full-31seq4.jpeg,54.783875,48.0,180.98244,183.0,1.0
0full-31seq5.jpeg,118.829796,48.0,254.35469,174.0,1.0
0full-32seq0.jpeg,80.0,90.0,218.0,207.0,1.0
0full-32seq1.jpeg,83.03666,87.0,200.43332,225.0,1.0
0full-32seq2.jpeg,109.91168,61.0,228.35098,199.0,1.0
0full-32seq3.jpeg,78.52064,89.0,214.7492,206.0,1.0
0full-32seq4.jpeg,111.000565,125.0,248.56537,242.0,1.0
0full-32seq5.jpeg,127.97838,46.0,246.74968,184.0,1.0
0full-40seq0.jpeg,87.0,81.0,212.0,213.0,1.0
0full-40seq1.jpeg,92.30014,75.0,223.36633,200.0,1.0
0full-40seq2.jpeg,91.988945,77.0,224.53217,202.0,1.0
0full-40seq3.jpeg,74.68019,75.0,199.14717,207.0,1.0
0full-40seq4.jpeg,89.35164,89.0,214.63818,221.0,1.0
0full-40seq5.jpeg,91.726654,81.0,223.70073,206.0,1.0
0full-5seq0.jpeg,94.0,92.0,221.0,227.0,1.0
0full-5seq1.jpeg,88.19189,83.0,223.41945,210.0,1.0
0full-5seq2.jpeg,60.188572,111.0,195.36618,238.0,1.0
0full-5seq3.jpeg,64.416664,59.0,191.40952,194.0,1.0
0full-5seq4.jpeg,88.97199,84.0,216.07484,219.0,1.0
0full-5seq5.jpeg,60.480274,92.0,195.09767,219.0,1.0
0full-6seq0.jpeg,74.0,93.0,222.0,198.0,1.0
0full-6seq1.jpeg,109.81709,61.0,216.7694,209.0,1.0
0full-6seq2.jpeg,90.32793,80.0,197.59233,228.0,1.0
0full-6seq3.jpeg,79.19928,103.0,226.0077,208.0,1.0
0full-6seq4.jpeg,83.592545,107.0,229.87949,212.0,1.0
0full-6seq5.jpeg,115.4014,59.0,220.93944,207.0,1.0
0full-8seq0.jpeg,82.0,66.0,200.0,214.0,1.0
0full-8seq1.jpeg,31.593325,135.0,179.68704,253.0,1.0
0full-8seq2.jpeg,53.730442,115.0,200.78218,233.0,1.0
0full-8seq3.jpeg,89.87508,94.0,208.39165,242.0,1.0
0full-8seq4.jpeg,71.54572,56.0,190.46632,204.0,1.0
0full-8seq5.jpeg,61.746174,124.0,208.39333,242.0,1.0
